Gene stable ID,Human gene stable ID
ENSMUSG00000078134,ENSG00000112081
ENSMUSG00000032434,ENSG00000091317
ENSMUSG00000021252,ENSG00000133935
ENSMUSG00000108856,
ENSMUSG00000064224,ENSG00000167914
ENSMUSG00000057657,
ENSMUSG00000032436,ENSG00000153551
ENSMUSG00000052724,
ENSMUSG00000017211,ENSG00000167914
ENSMUSG00000041012,ENSG00000170293
ENSMUSG00000058351,ENSG00000168273
ENSMUSG00000017204,ENSG00000167914
ENSMUSG00000058498,ENSG00000158286
ENSMUSG00000104107,
ENSMUSG00000038671,ENSG00000101246
ENSMUSG00000104432,
ENSMUSG00000104469,
ENSMUSG00000098915,
ENSMUSG00000031375,ENSG00000182492
ENSMUSG00000032228,ENSG00000140262
ENSMUSG00000050627,ENSG00000152642
ENSMUSG00000109428,
ENSMUSG00000045795,ENSG00000156232
ENSMUSG00000039662,ENSG00000116237
ENSMUSG00000031311,ENSG00000147140
ENSMUSG00000090077,ENSG00000203896
ENSMUSG00000090077,ENSG00000273047
ENSMUSG00000026258,ENSG00000182600
ENSMUSG00000098074,
ENSMUSG00000103488,
ENSMUSG00000083992,
ENSMUSG00000027582,ENSG00000197114
ENSMUSG00000018171,ENSG00000062716
ENSMUSG00000003575,ENSG00000105662
ENSMUSG00000097701,
ENSMUSG00000040875,ENSG00000144645
ENSMUSG00000102657,
ENSMUSG00000098202,
ENSMUSG00000079316,ENSG00000123595
ENSMUSG00000098191,
ENSMUSG00000032115,ENSG00000149428
ENSMUSG00000098127,
ENSMUSG00000050621,ENSG00000177954
ENSMUSG00000097967,
ENSMUSG00000032437,ENSG00000163527
ENSMUSG00000031995,ENSG00000149418
ENSMUSG00000111564,
ENSMUSG00000111530,
ENSMUSG00000081343,
ENSMUSG00000074034,
ENSMUSG00000111398,
ENSMUSG00000109194,
ENSMUSG00000072582,ENSG00000141378
ENSMUSG00000110905,
ENSMUSG00000020782,ENSG00000073350
ENSMUSG00000025813,ENSG00000103942
ENSMUSG00000038690,ENSG00000241468
ENSMUSG00000011884,ENSG00000139433
ENSMUSG00000085880,
ENSMUSG00000087469,
ENSMUSG00000080848,
ENSMUSG00000111033,
ENSMUSG00000056880,ENSG00000144644
ENSMUSG00000081875,
ENSMUSG00000031078,ENSG00000085733
ENSMUSG00000111635,
ENSMUSG00000111381,
ENSMUSG00000051224,ENSG00000176896
ENSMUSG00000111739,
ENSMUSG00000110968,
ENSMUSG00000085228,
ENSMUSG00000007892,ENSG00000137818
ENSMUSG00000017774,ENSG00000197879
ENSMUSG00000102143,
ENSMUSG00000102939,
ENSMUSG00000104078,
ENSMUSG00000102874,
ENSMUSG00000098761,
ENSMUSG00000099313,
ENSMUSG00000032440,ENSG00000163513
ENSMUSG00000000402,ENSG00000198759
ENSMUSG00000017221,ENSG00000108344
ENSMUSG00000087677,
ENSMUSG00000086860,
ENSMUSG00000085955,
ENSMUSG00000111243,
ENSMUSG00000111729,
ENSMUSG00000079434,ENSG00000115488
ENSMUSG00000067147,
ENSMUSG00000111324,
ENSMUSG00000084920,
ENSMUSG00000110752,
ENSMUSG00000082019,
ENSMUSG00000090994,
ENSMUSG00000031312,ENSG00000147166
ENSMUSG00000082360,
ENSMUSG00000026259,ENSG00000066248
ENSMUSG00000025155,ENSG00000169718
ENSMUSG00000086008,
ENSMUSG00000084806,
ENSMUSG00000087340,
ENSMUSG00000038067,ENSG00000108342
ENSMUSG00000083897,
ENSMUSG00000081674,
ENSMUSG00000091123,
ENSMUSG00000032254,ENSG00000137807
ENSMUSG00000055707,ENSG00000167487
ENSMUSG00000037519,ENSG00000131626
ENSMUSG00000049775,
ENSMUSG00000025153,ENSG00000169710
ENSMUSG00000040522,ENSG00000101916
ENSMUSG00000079669,
ENSMUSG00000039607,ENSG00000144642
ENSMUSG00000044583,ENSG00000196664
ENSMUSG00000058420,ENSG00000103528
ENSMUSG00000099587,
ENSMUSG00000038252,ENSG00000010292
ENSMUSG00000017210,ENSG00000008838
ENSMUSG00000043019,ENSG00000116406
ENSMUSG00000099253,
ENSMUSG00000061390,
ENSMUSG00000099020,
ENSMUSG00000098412,
ENSMUSG00000099190,
ENSMUSG00000020224,ENSG00000139233
ENSMUSG00000098340,
ENSMUSG00000090147,
ENSMUSG00000024640,ENSG00000135069
ENSMUSG00000048445,ENSG00000176155
ENSMUSG00000020752,ENSG00000108469
ENSMUSG00000087638,
ENSMUSG00000106125,
ENSMUSG00000027957,ENSG00000117620
ENSMUSG00000025161,ENSG00000141526
ENSMUSG00000031314,ENSG00000122728
ENSMUSG00000031314,ENSG00000147133
ENSMUSG00000034427,ENSG00000266714
ENSMUSG00000089911,ENSG00000283761
ENSMUSG00000089911,ENSG00000156875
ENSMUSG00000003847,ENSG00000102908
ENSMUSG00000105339,
ENSMUSG00000105103,
ENSMUSG00000087072,
ENSMUSG00000048442,ENSG00000204323
ENSMUSG00000020755,ENSG00000161526
ENSMUSG00000087064,
ENSMUSG00000075420,ENSG00000259120
ENSMUSG00000085028,
ENSMUSG00000031077,ENSG00000168040
ENSMUSG00000100629,
ENSMUSG00000073778,
ENSMUSG00000027298,ENSG00000092445
ENSMUSG00000025162,ENSG00000141551
ENSMUSG00000004151,ENSG00000006468
ENSMUSG00000086258,
ENSMUSG00000025742,ENSG00000101911
ENSMUSG00000109167,
ENSMUSG00000027583,ENSG00000130584
ENSMUSG00000081686,
ENSMUSG00000095115,ENSG00000205730
ENSMUSG00000112322,
ENSMUSG00000112672,
ENSMUSG00000102382,
ENSMUSG00000086835,
ENSMUSG00000025163,ENSG00000173762
ENSMUSG00000032278,ENSG00000137819
ENSMUSG00000109519,
ENSMUSG00000081216,
ENSMUSG00000039364,ENSG00000141574
ENSMUSG00000055882,ENSG00000183260
ENSMUSG00000002486,ENSG00000139437
ENSMUSG00000092504,
ENSMUSG00000092184,
ENSMUSG00000092516,
ENSMUSG00000110408,
ENSMUSG00000107340,
ENSMUSG00000074652,ENSG00000078814
ENSMUSG00000038324,ENSG00000100991
ENSMUSG00000038646,ENSG00000169612
ENSMUSG00000097240,
ENSMUSG00000032443,
ENSMUSG00000084378,
ENSMUSG00000083611,
ENSMUSG00000084180,
ENSMUSG00000049176,ENSG00000169933
ENSMUSG00000035964,ENSG00000105696
ENSMUSG00000082915,
ENSMUSG00000084014,
ENSMUSG00000110052,
ENSMUSG00000032252,ENSG00000138604
ENSMUSG00000111232,
ENSMUSG00000110826,
ENSMUSG00000046846,ENSG00000258484
ENSMUSG00000039163,ENSG00000187118
ENSMUSG00000111193,
ENSMUSG00000039285,ENSG00000163512
ENSMUSG00000097402,
ENSMUSG00000031358,ENSG00000005302
ENSMUSG00000103968,
ENSMUSG00000098161,
ENSMUSG00000111843,
ENSMUSG00000031075,ENSG00000131620
ENSMUSG00000108851,
ENSMUSG00000098893,
ENSMUSG00000110692,
ENSMUSG00000032446,ENSG00000163508
ENSMUSG00000000827,ENSG00000101150
ENSMUSG00000038535,ENSG00000137871
ENSMUSG00000020889,ENSG00000126368
ENSMUSG00000110627,
ENSMUSG00000038708,ENSG00000144674
ENSMUSG00000058756,ENSG00000126351
ENSMUSG00000081500,
ENSMUSG00000110676,
ENSMUSG00000032249,ENSG00000140350
ENSMUSG00000032249,ENSG00000139223
ENSMUSG00000032114,ENSG00000137700
ENSMUSG00000103394,
ENSMUSG00000103388,
ENSMUSG00000109009,
ENSMUSG00000098492,
ENSMUSG00000098801,
ENSMUSG00000109442,
ENSMUSG00000102225,
ENSMUSG00000097211,
ENSMUSG00000108874,
ENSMUSG00000103133,
ENSMUSG00000102925,
ENSMUSG00000098959,
ENSMUSG00000087041,
ENSMUSG00000047409,ENSG00000144677
ENSMUSG00000025165,ENSG00000141574
ENSMUSG00000086119,
ENSMUSG00000039115,ENSG00000144668
ENSMUSG00000078676,ENSG00000108349
ENSMUSG00000083137,
ENSMUSG00000084853,
ENSMUSG00000082510,
ENSMUSG00000075576,
ENSMUSG00000052915,ENSG00000188895
ENSMUSG00000066270,
ENSMUSG00000039337,ENSG00000182459
ENSMUSG00000039329,ENSG00000182459
ENSMUSG00000031074,ENSG00000186895
ENSMUSG00000039321,ENSG00000181408
ENSMUSG00000081835,
ENSMUSG00000031352,ENSG00000004961
ENSMUSG00000038775,ENSG00000136059
ENSMUSG00000038312,ENSG00000088298
ENSMUSG00000087201,
ENSMUSG00000031354,ENSG00000099721
ENSMUSG00000031354,ENSG00000125363
ENSMUSG00000050917,ENSG00000075388
ENSMUSG00000031355,ENSG00000047648
ENSMUSG00000010660,ENSG00000187091
ENSMUSG00000041729,ENSG00000103647
ENSMUSG00000034160,ENSG00000147162
ENSMUSG00000000826,ENSG00000101152
ENSMUSG00000039307,ENSG00000169660
ENSMUSG00000108977,
ENSMUSG00000031073,ENSG00000162344
ENSMUSG00000096999,
ENSMUSG00000039294,ENSG00000178927
ENSMUSG00000027611,ENSG00000101000
ENSMUSG00000032243,ENSG00000137809
ENSMUSG00000010651,ENSG00000060971
ENSMUSG00000038060,ENSG00000008226
ENSMUSG00000081137,
ENSMUSG00000087159,
ENSMUSG00000087587,
ENSMUSG00000025169,ENSG00000181396
ENSMUSG00000111197,
ENSMUSG00000099019,
ENSMUSG00000043923,ENSG00000186166
ENSMUSG00000098778,
ENSMUSG00000032221,ENSG00000138587
ENSMUSG00000009927,ENSG00000118181
ENSMUSG00000103445,
ENSMUSG00000032112,ENSG00000196655
ENSMUSG00000002455,ENSG00000101161
ENSMUSG00000090626,ENSG00000151575
ENSMUSG00000038605,ENSG00000130590
ENSMUSG00000070348,ENSG00000110092
ENSMUSG00000010492,
ENSMUSG00000036737,ENSG00000172939
ENSMUSG00000031072,ENSG00000149716
ENSMUSG00000089917,ENSG00000198276
ENSMUSG00000032508,ENSG00000172936
ENSMUSG00000036138,ENSG00000060971
ENSMUSG00000000823,ENSG00000196700
ENSMUSG00000092212,ENSG00000172940
ENSMUSG00000070280,ENSG00000144671
ENSMUSG00000035769,ENSG00000093217
ENSMUSG00000074028,ENSG00000172940
ENSMUSG00000000056,ENSG00000141562
ENSMUSG00000111204,
ENSMUSG00000061393,ENSG00000114739
ENSMUSG00000035299,ENSG00000101871
ENSMUSG00000097504,
ENSMUSG00000039275,ENSG00000141568
ENSMUSG00000042787,ENSG00000157036
ENSMUSG00000072844,
ENSMUSG00000086695,
ENSMUSG00000087263,
ENSMUSG00000055357,ENSG00000116489
ENSMUSG00000025173,ENSG00000141580
ENSMUSG00000111537,
ENSMUSG00000032244,ENSG00000169018
ENSMUSG00000025170,ENSG00000172476
ENSMUSG00000025170,ENSG00000141542
ENSMUSG00000025170,ENSG00000102128
ENSMUSG00000083155,
ENSMUSG00000032511,ENSG00000183873
ENSMUSG00000039253,ENSG00000141560
ENSMUSG00000025175,ENSG00000167363
ENSMUSG00000034533,ENSG00000185313
ENSMUSG00000020766,ENSG00000108479
ENSMUSG00000020758,ENSG00000132470
ENSMUSG00000034115,ENSG00000168356
ENSMUSG00000097223,
ENSMUSG00000039238,ENSG00000141579
ENSMUSG00000039230,ENSG00000141556
ENSMUSG00000046605,ENSG00000175711
ENSMUSG00000039208,ENSG00000176845
ENSMUSG00000085126,
ENSMUSG00000096986,
ENSMUSG00000099690,
ENSMUSG00000085970,
ENSMUSG00000039198,ENSG00000182077
ENSMUSG00000084401,
ENSMUSG00000086684,
ENSMUSG00000111805,
ENSMUSG00000074250,
ENSMUSG00000082947,
ENSMUSG00000082831,
ENSMUSG00000032246,ENSG00000129007
ENSMUSG00000032245,ENSG00000128973
ENSMUSG00000096661,
ENSMUSG00000094276,
ENSMUSG00000111089,
ENSMUSG00000032405,ENSG00000033800
ENSMUSG00000032514,ENSG00000168026
ENSMUSG00000102672,
ENSMUSG00000111144,
ENSMUSG00000098573,
ENSMUSG00000099051,
ENSMUSG00000111297,
ENSMUSG00000099310,
ENSMUSG00000098275,
ENSMUSG00000037674,ENSG00000181827
ENSMUSG00000032515,ENSG00000144655
ENSMUSG00000111639,
ENSMUSG00000111792,
ENSMUSG00000052336,ENSG00000168329
ENSMUSG00000079243,ENSG00000168334
ENSMUSG00000032513,ENSG00000114745
ENSMUSG00000032512,ENSG00000114742
ENSMUSG00000022245,ENSG00000188779
ENSMUSG00000102411,
ENSMUSG00000032216,ENSG00000069869
ENSMUSG00000104066,
ENSMUSG00000104273,
ENSMUSG00000102573,
ENSMUSG00000058444,ENSG00000137764
ENSMUSG00000098294,
ENSMUSG00000111369,
ENSMUSG00000042262,ENSG00000179934
ENSMUSG00000016559,
ENSMUSG00000111546,
ENSMUSG00000032519,ENSG00000144659
ENSMUSG00000102330,
ENSMUSG00000102971,
ENSMUSG00000036030,ENSG00000166450
ENSMUSG00000098471,
ENSMUSG00000032518,ENSG00000168028
ENSMUSG00000034910,ENSG00000171016
ENSMUSG00000111028,
ENSMUSG00000086539,
ENSMUSG00000037801,ENSG00000103599
ENSMUSG00000111219,
ENSMUSG00000111498,
ENSMUSG00000104494,
ENSMUSG00000111360,
ENSMUSG00000032517,ENSG00000168314
ENSMUSG00000032403,ENSG00000189227
ENSMUSG00000091866,
ENSMUSG00000082356,
ENSMUSG00000083772,
ENSMUSG00000041794,ENSG00000170011
ENSMUSG00000020770,ENSG00000132478
ENSMUSG00000006941,ENSG00000114784
ENSMUSG00000111828,
ENSMUSG00000111816,
ENSMUSG00000102305,
ENSMUSG00000041608,ENSG00000168032
ENSMUSG00000108976,ENSG00000196421
ENSMUSG00000034563,ENSG00000260916
ENSMUSG00000046470,ENSG00000203883
ENSMUSG00000025794,ENSG00000188846
ENSMUSG00000098332,
ENSMUSG00000052658,
ENSMUSG00000089865,ENSG00000256061
ENSMUSG00000059540,ENSG00000171703
ENSMUSG00000110962,
ENSMUSG00000079469,ENSG00000069943
ENSMUSG00000110760,
ENSMUSG00000111533,
ENSMUSG00000111679,
ENSMUSG00000111831,
ENSMUSG00000110726,
ENSMUSG00000092192,ENSG00000256061
ENSMUSG00000111270,
ENSMUSG00000111720,
ENSMUSG00000110911,
ENSMUSG00000111233,
ENSMUSG00000086158,ENSG00000261652
ENSMUSG00000110730,
ENSMUSG00000102797,
ENSMUSG00000111445,
ENSMUSG00000111094,
ENSMUSG00000111528,
ENSMUSG00000100146,
ENSMUSG00000098468,
ENSMUSG00000032202,ENSG00000069974
ENSMUSG00000057948,ENSG00000092929
ENSMUSG00000002458,ENSG00000171700
ENSMUSG00000092622,ENSG00000203908
ENSMUSG00000032215,ENSG00000137876
ENSMUSG00000092310,ENSG00000203908
ENSMUSG00000103556,
ENSMUSG00000037257,ENSG00000103591
ENSMUSG00000066478,
ENSMUSG00000098875,
ENSMUSG00000040936,ENSG00000168038
ENSMUSG00000034341,ENSG00000132471
ENSMUSG00000032402,ENSG00000166949
ENSMUSG00000091336,
ENSMUSG00000045794,ENSG00000171695
ENSMUSG00000006932,ENSG00000168036
ENSMUSG00000111137,
ENSMUSG00000110768,
ENSMUSG00000062151,ENSG00000137766
ENSMUSG00000111058,
ENSMUSG00000099064,
ENSMUSG00000036867,ENSG00000137834
ENSMUSG00000103832,
ENSMUSG00000103202,
ENSMUSG00000044976,ENSG00000166415
ENSMUSG00000054517,ENSG00000141569
ENSMUSG00000020773,ENSG00000132481
ENSMUSG00000098313,
ENSMUSG00000101526,
ENSMUSG00000098748,
ENSMUSG00000086365,
ENSMUSG00000098272,
ENSMUSG00000110863,
ENSMUSG00000093616,
ENSMUSG00000093759,
ENSMUSG00000101596,
ENSMUSG00000093662,
ENSMUSG00000027584,ENSG00000125510
ENSMUSG00000043013,ENSG00000169856
ENSMUSG00000066477,
ENSMUSG00000032536,ENSG00000182606
ENSMUSG00000034858,ENSG00000047346
ENSMUSG00000110738,
ENSMUSG00000110751,
ENSMUSG00000032532,ENSG00000187094
ENSMUSG00000007656,ENSG00000128989
ENSMUSG00000111598,
ENSMUSG00000110814,
ENSMUSG00000032401,ENSG00000188501
ENSMUSG00000111027,
ENSMUSG00000032400,ENSG00000174442
ENSMUSG00000084995,
ENSMUSG00000032530,ENSG00000157093
ENSMUSG00000111844,
ENSMUSG00000082786,
ENSMUSG00000032528,ENSG00000114812
ENSMUSG00000020775,ENSG00000204316
ENSMUSG00000034593,ENSG00000197535
ENSMUSG00000061536,ENSG00000093183
ENSMUSG00000032526,ENSG00000008324
ENSMUSG00000090001,
ENSMUSG00000089651,
ENSMUSG00000010505,ENSG00000196132
ENSMUSG00000033590,ENSG00000128833
ENSMUSG00000097820,
ENSMUSG00000013419,ENSG00000114853
ENSMUSG00000032525,ENSG00000114857
ENSMUSG00000111348,
ENSMUSG00000032192,ENSG00000069966
ENSMUSG00000110824,
ENSMUSG00000111545,
ENSMUSG00000042688,ENSG00000069956
ENSMUSG00000111495,
ENSMUSG00000097021,
ENSMUSG00000020776,ENSG00000188878
ENSMUSG00000042487,ENSG00000166477
ENSMUSG00000109032,
ENSMUSG00000111228,
ENSMUSG00000058587,ENSG00000138594
ENSMUSG00000032399,ENSG00000174444
ENSMUSG00000027589,ENSG00000203880
ENSMUSG00000032186,ENSG00000128872
ENSMUSG00000110895,
ENSMUSG00000032184,ENSG00000140280
ENSMUSG00000020778,ENSG00000257949
ENSMUSG00000020778,ENSG00000261408
ENSMUSG00000020777,ENSG00000161533
ENSMUSG00000102176,
ENSMUSG00000032181,ENSG00000104112
ENSMUSG00000098232,
ENSMUSG00000032398,ENSG00000174446
ENSMUSG00000038628,ENSG00000161980
ENSMUSG00000097836,
ENSMUSG00000103354,
ENSMUSG00000035337,ENSG00000118939
ENSMUSG00000007908,ENSG00000146151
ENSMUSG00000004936,ENSG00000169032
ENSMUSG00000111160,
ENSMUSG00000111119,
ENSMUSG00000083397,
ENSMUSG00000110817,
ENSMUSG00000032179,ENSG00000112175
ENSMUSG00000098505,
ENSMUSG00000059383,ENSG00000187871
ENSMUSG00000092300,ENSG00000250506
ENSMUSG00000034282,ENSG00000167880
ENSMUSG00000098894,
ENSMUSG00000032360,ENSG00000137252
ENSMUSG00000032397,ENSG00000075131
ENSMUSG00000032358,ENSG00000168143
ENSMUSG00000098335,
ENSMUSG00000020780,ENSG00000167881
ENSMUSG00000098924,
ENSMUSG00000111222,
ENSMUSG00000099239,
ENSMUSG00000110839,
ENSMUSG00000098888,
ENSMUSG00000032357,ENSG00000137251
ENSMUSG00000098333,
ENSMUSG00000098370,
ENSMUSG00000099138,
ENSMUSG00000032396,ENSG00000166938
ENSMUSG00000098668,
ENSMUSG00000102783,
ENSMUSG00000032355,ENSG00000146147
ENSMUSG00000020793,ENSG00000182687
ENSMUSG00000103794,
ENSMUSG00000099170,
ENSMUSG00000036466,ENSG00000157890
ENSMUSG00000032352,ENSG00000137269
ENSMUSG00000099094,
ENSMUSG00000098895,
ENSMUSG00000020792,ENSG00000182473
ENSMUSG00000044938,ENSG00000124743
ENSMUSG00000110838,
ENSMUSG00000111225,
ENSMUSG00000111014,
ENSMUSG00000032350,ENSG00000001084
ENSMUSG00000111253,
ENSMUSG00000111250,
ENSMUSG00000111580,
ENSMUSG00000110724,
ENSMUSG00000034227,ENSG00000129654
ENSMUSG00000032349,ENSG00000012660
ENSMUSG00000111610,
ENSMUSG00000111335,
ENSMUSG00000111850,
ENSMUSG00000004771,ENSG00000103769
ENSMUSG00000023333,ENSG00000137270
ENSMUSG00000111596,
ENSMUSG00000081929,
ENSMUSG00000052949,ENSG00000141576
ENSMUSG00000001366,ENSG00000112146
ENSMUSG00000053641,ENSG00000174485
ENSMUSG00000009828,ENSG00000112144
ENSMUSG00000034452,ENSG00000074621
ENSMUSG00000097574,
ENSMUSG00000032348,
ENSMUSG00000111015,
ENSMUSG00000034263,ENSG00000138614
ENSMUSG00000074183,
ENSMUSG00000110919,
ENSMUSG00000111709,
ENSMUSG00000111423,
ENSMUSG00000050628,ENSG00000185262
ENSMUSG00000074179,
ENSMUSG00000033629,ENSG00000074696
ENSMUSG00000070331,ENSG00000129646
ENSMUSG00000066463,
ENSMUSG00000086826,
ENSMUSG00000015869,ENSG00000161542
ENSMUSG00000090802,
ENSMUSG00000038750,
ENSMUSG00000057933,
ENSMUSG00000032393,ENSG00000074603
ENSMUSG00000060461,ENSG00000203909
ENSMUSG00000111471,
ENSMUSG00000081318,
ENSMUSG00000032346,ENSG00000203907
ENSMUSG00000083032,
ENSMUSG00000070291,ENSG00000080007
ENSMUSG00000061878,ENSG00000176170
ENSMUSG00000090724,
ENSMUSG00000032344,ENSG00000164430
ENSMUSG00000087052,
ENSMUSG00000032342,ENSG00000135297
ENSMUSG00000100779,
ENSMUSG00000037742,
ENSMUSG00000032816,ENSG00000103742
ENSMUSG00000111417,
ENSMUSG00000049624,ENSG00000119899
ENSMUSG00000032394,ENSG00000174498
ENSMUSG00000046186,ENSG00000156535
ENSMUSG00000083314,
ENSMUSG00000020802,ENSG00000175931
ENSMUSG00000091147,
ENSMUSG00000111139,
ENSMUSG00000110809,
ENSMUSG00000032392,ENSG00000138617
ENSMUSG00000059422,
ENSMUSG00000111081,
ENSMUSG00000111309,
ENSMUSG00000111363,
ENSMUSG00000110923,
ENSMUSG00000111670,
ENSMUSG00000111638,
ENSMUSG00000102020,
ENSMUSG00000110856,
ENSMUSG00000111492,
ENSMUSG00000095672,ENSG00000135899
ENSMUSG00000095755,
ENSMUSG00000068697,ENSG00000177791
ENSMUSG00000091561,
ENSMUSG00000091119,ENSG00000198865
ENSMUSG00000041841,ENSG00000145592
ENSMUSG00000033960,ENSG00000165757
ENSMUSG00000022515,ENSG00000168096
ENSMUSG00000071540,ENSG00000177354
ENSMUSG00000094474,
ENSMUSG00000060657,ENSG00000166783
ENSMUSG00000059898,ENSG00000134762
ENSMUSG00000094962,
ENSMUSG00000040957,ENSG00000134508
ENSMUSG00000034265,ENSG00000175048
ENSMUSG00000041471,ENSG00000122376
ENSMUSG00000094724,ENSG00000249141
ENSMUSG00000094724,ENSG00000026297
ENSMUSG00000059481,ENSG00000122194
ENSMUSG00000059481,ENSG00000198670
ENSMUSG00000022871,ENSG00000090512
ENSMUSG00000056124,ENSG00000118276
ENSMUSG00000036225,ENSG00000134504
ENSMUSG00000041534,ENSG00000265203
ENSMUSG00000046668,ENSG00000171604
ENSMUSG00000041378,ENSG00000184113
ENSMUSG00000045094,ENSG00000183111
ENSMUSG00000061808,ENSG00000118271
ENSMUSG00000023903,ENSG00000008516
ENSMUSG00000094211,
ENSMUSG00000024474,ENSG00000113141
ENSMUSG00000024578,ENSG00000127743
ENSMUSG00000042895,ENSG00000174429
ENSMUSG00000005873,ENSG00000129625
ENSMUSG00000041238,ENSG00000101773
ENSMUSG00000033022,ENSG00000129596
ENSMUSG00000037780,
ENSMUSG00000024317,ENSG00000134758
ENSMUSG00000050824,ENSG00000162009
ENSMUSG00000044172,ENSG00000251692
ENSMUSG00000039599,ENSG00000138286
ENSMUSG00000037628,ENSG00000100526
ENSMUSG00000033949,ENSG00000152503
ENSMUSG00000001380,ENSG00000170445
ENSMUSG00000024479,ENSG00000147676
ENSMUSG00000047259,ENSG00000166603
ENSMUSG00000022312,ENSG00000147677
ENSMUSG00000007480,ENSG00000176136
ENSMUSG00000055114,ENSG00000104537
ENSMUSG00000073471,ENSG00000130363
ENSMUSG00000092074,ENSG00000146425
ENSMUSG00000072575,ENSG00000181552
ENSMUSG00000072575,ENSG00000181562
ENSMUSG00000040775,
ENSMUSG00000051237,
ENSMUSG00000033597,ENSG00000167971
ENSMUSG00000052026,ENSG00000011083
ENSMUSG00000052928,ENSG00000134030
ENSMUSG00000073574,ENSG00000204928
ENSMUSG00000023800,ENSG00000146426
ENSMUSG00000063011,ENSG00000102854
ENSMUSG00000037119,ENSG00000176853
ENSMUSG00000024556,ENSG00000082212
ENSMUSG00000024261,ENSG00000132872
ENSMUSG00000009097,ENSG00000184058
ENSMUSG00000024027,ENSG00000112164
ENSMUSG00000053624,
ENSMUSG00000023892,
ENSMUSG00000044982,ENSG00000173349
ENSMUSG00000021876,ENSG00000258818
ENSMUSG00000094296,
ENSMUSG00000024537,ENSG00000128789
ENSMUSG00000024538,ENSG00000168938
ENSMUSG00000039628,ENSG00000162040
ENSMUSG00000095280,
ENSMUSG00000038071,
ENSMUSG00000071470,ENSG00000100814
ENSMUSG00000026187,ENSG00000079246
ENSMUSG00000056069,ENSG00000145569
ENSMUSG00000024570,ENSG00000101546
ENSMUSG00000021820,ENSG00000148660
ENSMUSG00000054263,ENSG00000113594
ENSMUSG00000023387,ENSG00000095981
ENSMUSG00000036299,ENSG00000177576
ENSMUSG00000094695,ENSG00000187186
ENSMUSG00000010376,ENSG00000129559
ENSMUSG00000022342,ENSG00000164794
ENSMUSG00000062328,
ENSMUSG00000096697,
ENSMUSG00000047466,ENSG00000152242
ENSMUSG00000022887,ENSG00000127241
ENSMUSG00000034300,ENSG00000120709
ENSMUSG00000037722,ENSG00000100522
ENSMUSG00000090881,ENSG00000136147
ENSMUSG00000024301,ENSG00000237649
ENSMUSG00000024042,ENSG00000275993
ENSMUSG00000024042,ENSG00000142178
ENSMUSG00000004558,ENSG00000165795
ENSMUSG00000015968,ENSG00000157388
ENSMUSG00000075553,
ENSMUSG00000024045,ENSG00000105127
ENSMUSG00000022014,ENSG00000133106
ENSMUSG00000023908,ENSG00000127564
ENSMUSG00000022476,ENSG00000100413
ENSMUSG00000036880,ENSG00000167315
ENSMUSG00000024271,ENSG00000134759
ENSMUSG00000002524,ENSG00000179950
ENSMUSG00000022180,ENSG00000092068
ENSMUSG00000039840,ENSG00000152223
ENSMUSG00000050350,ENSG00000125245
ENSMUSG00000040770,ENSG00000166090
ENSMUSG00000090700,ENSG00000186204
ENSMUSG00000090700,ENSG00000186115
ENSMUSG00000090700,ENSG00000171903
ENSMUSG00000090700,ENSG00000186526
ENSMUSG00000090700,ENSG00000186529
ENSMUSG00000096144,
ENSMUSG00000022571,ENSG00000104524
ENSMUSG00000079546,
ENSMUSG00000024125,ENSG00000162078
ENSMUSG00000035828,ENSG00000198355
ENSMUSG00000047293,ENSG00000154165
ENSMUSG00000022350,ENSG00000164961
ENSMUSG00000094018,
ENSMUSG00000049414,
ENSMUSG00000022996,ENSG00000169884
ENSMUSG00000024349,ENSG00000184584
ENSMUSG00000035121,ENSG00000154328
ENSMUSG00000069136,
ENSMUSG00000021545,
ENSMUSG00000022244,ENSG00000242110
ENSMUSG00000018008,ENSG00000100055
ENSMUSG00000022570,ENSG00000104522
ENSMUSG00000022464,ENSG00000139209
ENSMUSG00000095407,ENSG00000206432
ENSMUSG00000043091,ENSG00000167553
ENSMUSG00000022227,
ENSMUSG00000079834,ENSG00000185973
ENSMUSG00000055216,
ENSMUSG00000048316,
ENSMUSG00000023043,ENSG00000111057
ENSMUSG00000054967,ENSG00000196150
ENSMUSG00000022951,ENSG00000159200
ENSMUSG00000094035,
ENSMUSG00000024963,ENSG00000110011
ENSMUSG00000042622,ENSG00000185022
ENSMUSG00000041199,ENSG00000007376
ENSMUSG00000052253,ENSG00000173545
ENSMUSG00000015437,ENSG00000100453
ENSMUSG00000041130,ENSG00000167962
ENSMUSG00000024965,ENSG00000149781
ENSMUSG00000035842,ENSG00000013573
ENSMUSG00000059632,ENSG00000183640
ENSMUSG00000096596,ENSG00000137077
ENSMUSG00000036800,ENSG00000147724
ENSMUSG00000021981,ENSG00000102547
ENSMUSG00000055872,
ENSMUSG00000022270,ENSG00000154153
ENSMUSG00000024241,ENSG00000115904
ENSMUSG00000036568,
