human,mouse
SNORD116-8,Gm26188
SNORD116-8,Gm26270
SNORD116-8,Snord116l5
SNORD116-8,Gm26201
SNORD116-8,Gm25157
SNORD116-8,Snord116l10
SNORD116-8,Gm26332
SNORD116-8,Gm26365
SNORD116-8,Gm24618
SNORD116-8,Gm23089
SNORD116-8,Gm23313
RNA5SP269,Gm27952
RNU1-93P,Gm25260
TUG1_3,Gm27517
RN7SKP157,Gm22477
RN7SKP157,Gm22217
RNU6-1280P,Gm24946
RNU6-7,Gm26243
SNORA15,Snora15
uc_338,Gm27540
ST7-AS1_1,Gm27755
RNU6-137P,Gm22259
SNORA51,Gm25200
SNORD30,Gm22680
RNU1-149P,Gm23000
RN7SKP256,Gm24363
RN7SKP256,Gm22637
SNORA26,Snora26
RNU6-726P,Gm25141
RNU6-726P,Gm25864
RNU6-1313P,Gm23185
RNU6-1236P,Gm26484
RNU7-183P,Gm22203
RNU6-1036P,Gm22013
RNU4-1,Gm24265
RN7SKP106,Gm24224
SNORA79,Gm24241
SNORA79,Gm25776
SNORA79,Gm25848
SNORA79,Gm23987
RNU6-249P,Gm25337
RNU6-249P,Gm25815
RNU6-249P,Gm25930
RN7SL397P,Gm27853
RNA5SP151,Gm23764
RNU6-1164P,Gm26314
RNU6-276P,Gm24211
RNU6-276P,Gm26143
RNU6-276P,Gm23590
RN7SL502P,Gm27853
HOXB13-AS1_1,Gm27605
SNORD45,Snord45c
SNORD22,Snord22
RNU6-604P,Gm22528
RNU1-142P,Gm22656
SNORA14,Gm26397
SNORA74,Snora74a
RNU6-81P,Gm22069
Six3os1_6,Gm27502
FTX_3,Gm27285
RNU6-758P,Gm24917
RNU6-758P,Gm23792
SNORA11,Gm22488
SNORD81,Gm25789
SNORD81,Gm25802
RNU6-915P,Gm25335
SPDYE2,Spdye4a
SPDYE2,Spdye4b
RP11-111H13.1,Mrpl30
CDC42BPG,Cdc42bpg
SOGA3,Soga3
TRIM29,Trim29
LYG1,Lyg1
AASS,Aass
PHC3,Phc3
PPP1R2P3,Ppp1r2
IGHV4-31,Ighv3-5
IGHV4-31,Ighv3-6
IGHV4-31,Ighv3-8
IGHV4-31,Ighv3-4
IGHV4-31,Ighv3-3
IGHV4-31,Ighv12-3
IGHV4-31,Ighv3-1
UFSP1,Ufsp1
CTD-2501B8.1,Ace
ARMC7,Armc7
KIAA1524,C330027C09Rik
AGXT2,Agxt2
SRSF9,Srsf9
SLC41A1,Slc41a1
AL021546.6,Gatc
C12orf45,D10Wsu102e
TRIAP1,Triap1
COPS5,Cops5
ALDH1L2,Aldh1l2
ADRA1B,Adra1b
TONSL,Tonsl
C2CD2L,C2cd2l
TCF24,Tcf24
CTAGE15,Mia2
SLC16A14,Slc16a14
MSI1,Msi1
C1orf112,BC055324
LRRN3,Lrrn3
PCDHB15,Pcdhb22
PRDM4,Prdm4
KIF2B,Kif2b
DUSP22,Dusp22
UBLCP1,Ublcp1
CYP2U1,Cyp2u1
LYPLAL1,Lyplal1
SLC1A2,Slc1a2
CUX2,Cux2
SLC22A25,Slc22a27
SLC22A25,Slc22a29
SLC22A25,Slc22a30
SLC22A25,Slc22a26
SLC22A25,Slc22a19
SLC22A25,Slc22a28
TAB2,Tab2
DNAJB9,Dnajb9
OR5K3,Olfr177
OR5K3,Olfr175-ps1
OR5K3,Olfr195
GLMN,Glmn
PCDHB2,Pcdhb2
RAI1,Rai1
OR5H1,Olfr196
OR5H1,Olfr186
OR5H1,Olfr187
OR5H1,Olfr183
OR5H1,Olfr191
OR5H1,Olfr190
OR5H1,Olfr193
PPP4C,Ppp4c
ZNF474,Zfp474
TANC2,Tanc2
LOX,Lox
HSPA1B,Hspa1b
HSPA1B,Hspa1a
GPER1,Gper1
IGHD,Ighd
OTOP2,Otop2
TBPL1,Tbpl1
TGM1,Tgm1
C8orf37,2610301B20Rik
CCDC88B,Ccdc88b
PCNX2,Pcnx2
PCDHA1,Pcdha1
SCN2A,Scn2a
TBC1D17,Tbc1d17
SMS,Sms
IL4I1,Il4i1
EPHB4,Ephb4
TSFM,Tsfm
CANX,Canx
MED19,Med19
BTBD7,Btbd7
STXBP5,Stxbp5
OR6C68,Olfr780
OR2AP1,Olfr765
OR2AP1,Olfr767
OR6C70,Olfr815
OR6C70,Olfr814
FCGR1B,Fcgr1
ABHD17C,Abhd17c
DNAAF3,Dnaaf3
GLT8D2,Glt8d2
PRAMEF5,AC133095.2
PRAMEF5,AC140325.2
PRAMEF5,Pramef25
PRAMEF5,Gm13040
PRAMEF5,Pramef12
PRAMEF5,C87499
PRAMEF5,A430089I19Rik
PRAMEF5,Gm12800
PRAMEF5,AC133095.1
PRAMEF5,Oog4
PRAMEF5,Gm12790
PRAMEF5,AC140325.3
PRAMEF5,AC140365.1
PRAMEF5,Pramel7
PRAMEF5,Gm13089
PRAMEF5,BC061212
PRAMEF5,E330014E10Rik
PRAMEF5,Gm10436
PRAMEF5,AC123873.2
PRAMEF5,AC125178.2
PRAMEF5,AC163611.2
PRAMEF5,AC140325.1
PRAMEF5,Gm13088
PRAMEF5,Gm3259
PRAMEF5,Gm16429
PRAMEF5,Oog3
PRAMEF5,Pramel4
PRAMEF5,D5Ertd577e
PRAMEF5,Gm6509
PRAMEF5,Gm13101
PRAMEF5,Gm13043
PRAMEF5,Gm10424
PRAMEF5,Gm13102
PRAMEF5,Pramef17
PRAMEF5,AC165294.2
PRAMEF5,AC125178.1
PRAMEF5,Gm13125
PRAMEF5,Gm3147
PRAMEF5,Gm12794
PRAMEF5,Gm7942
PRAMEF5,Pramel6
PRAMEF5,Gm7982
PRAMEF5,Gm16427
PRAMEF5,AC140325.4
PRAMEF5,Oog1
PRAMEF5,AC124606.2
PRAMEF5,C87977
PRAMEF5,Gm6367
PRAMEF5,Gm6502
PRAMEF5,AC123873.3
PRAMEF5,Pramel5
PRAMEF5,Pramel1
PRAMEF5,Gm7971
PRAMEF5,Pramef8
PRAMEF5,Pramef6
PRAMEF5,AC124606.1
PRAMEF5,Gm3183
PRAMEF5,AC163611.1
PRAMEF5,Gm13103
PRAMEF5,Gm16367
PRAMEF5,AC125178.3
PRAMEF5,Gm3286
PRAMEF5,BC080695
PRAMEF5,Gm13057
PRAMEF5,B020004J07Rik
PRAMEF5,Gm13128
PRAMEF5,C130073F10Rik
PRAMEF5,Oog2
PRAMEF5,Gm6205
PRAMEF5,AC123873.1
PRAMEF5,Gm13023
PRAMEF5,Gm2042
PRAMEF5,Gm13084
PRAMEF5,Gm13078
PRAMEF5,Gm16513
PRAMEF5,AC165294.1
PRAMEF5,C87414
PRAMEF5,Gm6351
PRAMEF5,Gm7978
PRAMEF5,Gm13083
NRDC,Nrd1
MBTPS2,Mbtps2
TSKU,Tsku
HVCN1,Hvcn1
SPATA5,Spata5
SIAH1,Siah1a
SIAH1,Siah1b
ETF1,Etf1
ELF3,Elf3
ZBTB7B,Zbtb7b
TMF1,Tmf1
PRAMEF18,AC133095.2
PRAMEF18,AC140325.2
PRAMEF18,Pramef25
PRAMEF18,Gm13040
PRAMEF18,Pramef12
PRAMEF18,C87499
PRAMEF18,A430089I19Rik
PRAMEF18,Gm12800
PRAMEF18,AC133095.1
PRAMEF18,Oog4
PRAMEF18,Gm12790
PRAMEF18,AC140325.3
PRAMEF18,AC140365.1
PRAMEF18,Pramel7
PRAMEF18,Gm13089
PRAMEF18,BC061212
PRAMEF18,E330014E10Rik
PRAMEF18,Gm10436
PRAMEF18,AC123873.2
PRAMEF18,AC125178.2
PRAMEF18,AC163611.2
PRAMEF18,AC140325.1
PRAMEF18,Gm13088
PRAMEF18,Gm3259
PRAMEF18,Gm16429
PRAMEF18,Oog3
PRAMEF18,Pramel4
PRAMEF18,D5Ertd577e
PRAMEF18,Gm6509
PRAMEF18,Gm13101
PRAMEF18,Gm13043
PRAMEF18,Gm10424
PRAMEF18,Gm13102
PRAMEF18,Pramef17
PRAMEF18,AC165294.2
PRAMEF18,AC125178.1
PRAMEF18,Gm13125
PRAMEF18,Gm3147
PRAMEF18,Gm12794
PRAMEF18,Gm7942
PRAMEF18,Pramel6
PRAMEF18,Gm7982
PRAMEF18,Gm16427
PRAMEF18,AC140325.4
PRAMEF18,Oog1
PRAMEF18,AC124606.2
PRAMEF18,C87977
PRAMEF18,Gm6367
PRAMEF18,Gm6502
PRAMEF18,AC123873.3
PRAMEF18,Pramel5
PRAMEF18,Pramel1
PRAMEF18,Gm7971
PRAMEF18,Pramef8
PRAMEF18,Pramef6
PRAMEF18,AC124606.1
PRAMEF18,Gm3183
PRAMEF18,AC163611.1
PRAMEF18,Gm13103
PRAMEF18,Gm16367
PRAMEF18,AC125178.3
PRAMEF18,Gm3286
PRAMEF18,BC080695
PRAMEF18,Gm13057
PRAMEF18,B020004J07Rik
PRAMEF18,Gm13128
PRAMEF18,C130073F10Rik
PRAMEF18,Oog2
PRAMEF18,Gm6205
PRAMEF18,AC123873.1
PRAMEF18,Gm13023
PRAMEF18,Gm2042
PRAMEF18,Gm13084
PRAMEF18,Gm13078
PRAMEF18,Gm16513
PRAMEF18,AC165294.1
PRAMEF18,C87414
PRAMEF18,Gm6351
PRAMEF18,Gm7978
PRAMEF18,Gm13083
PRAMEF13,AC133095.2
PRAMEF13,AC140325.2
PRAMEF13,Pramef25
PRAMEF13,Gm13040
PRAMEF13,Pramef12
PRAMEF13,C87499
PRAMEF13,A430089I19Rik
PRAMEF13,Gm12800
PRAMEF13,AC133095.1
PRAMEF13,Oog4
PRAMEF13,Gm12790
PRAMEF13,AC140325.3
PRAMEF13,AC140365.1
PRAMEF13,Pramel7
PRAMEF13,Gm13089
PRAMEF13,BC061212
PRAMEF13,E330014E10Rik
PRAMEF13,Gm10436
PRAMEF13,AC123873.2
PRAMEF13,AC125178.2
PRAMEF13,AC163611.2
PRAMEF13,AC140325.1
PRAMEF13,Gm13088
PRAMEF13,Gm3259
PRAMEF13,Gm16429
PRAMEF13,Oog3
PRAMEF13,Pramel4
PRAMEF13,D5Ertd577e
PRAMEF13,Gm6509
PRAMEF13,Gm13101
PRAMEF13,Gm13043
PRAMEF13,Gm10424
PRAMEF13,Gm13102
PRAMEF13,Pramef17
PRAMEF13,AC165294.2
PRAMEF13,AC125178.1
PRAMEF13,Gm13125
PRAMEF13,Gm3147
PRAMEF13,Gm12794
PRAMEF13,Gm7942
PRAMEF13,Pramel6
PRAMEF13,Gm7982
PRAMEF13,Gm16427
PRAMEF13,AC140325.4
PRAMEF13,Oog1
PRAMEF13,AC124606.2
PRAMEF13,C87977
PRAMEF13,Gm6367
PRAMEF13,Gm6502
PRAMEF13,AC123873.3
PRAMEF13,Pramel5
PRAMEF13,Pramel1
PRAMEF13,Gm7971
PRAMEF13,Pramef8
PRAMEF13,Pramef6
PRAMEF13,AC124606.1
PRAMEF13,Gm3183
PRAMEF13,AC163611.1
PRAMEF13,Gm13103
PRAMEF13,Gm16367
PRAMEF13,AC125178.3
PRAMEF13,Gm3286
PRAMEF13,BC080695
PRAMEF13,Gm13057
PRAMEF13,B020004J07Rik
PRAMEF13,Gm13128
PRAMEF13,C130073F10Rik
PRAMEF13,Oog2
PRAMEF13,Gm6205
PRAMEF13,AC123873.1
PRAMEF13,Gm13023
PRAMEF13,Gm2042
PRAMEF13,Gm13084
PRAMEF13,Gm13078
PRAMEF13,Gm16513
PRAMEF13,AC165294.1
PRAMEF13,C87414
PRAMEF13,Gm6351
PRAMEF13,Gm7978
PRAMEF13,Gm13083
PRAMEF9,AC133095.2
PRAMEF9,AC140325.2
PRAMEF9,Pramef25
PRAMEF9,Gm13040
PRAMEF9,Pramef12
PRAMEF9,C87499
PRAMEF9,A430089I19Rik
PRAMEF9,Gm12800
PRAMEF9,AC133095.1
PRAMEF9,Oog4
PRAMEF9,Gm12790
PRAMEF9,AC140325.3
PRAMEF9,AC140365.1
PRAMEF9,Pramel7
PRAMEF9,Gm13089
PRAMEF9,BC061212
PRAMEF9,E330014E10Rik
PRAMEF9,Gm10436
PRAMEF9,AC123873.2
PRAMEF9,AC125178.2
PRAMEF9,AC163611.2
PRAMEF9,AC140325.1
PRAMEF9,Gm13088
PRAMEF9,Gm3259
PRAMEF9,Gm16429
PRAMEF9,Oog3
PRAMEF9,Pramel4
PRAMEF9,D5Ertd577e
PRAMEF9,Gm6509
PRAMEF9,Gm13101
PRAMEF9,Gm13043
PRAMEF9,Gm10424
PRAMEF9,Gm13102
PRAMEF9,Pramef17
PRAMEF9,AC165294.2
PRAMEF9,AC125178.1
PRAMEF9,Gm13125
PRAMEF9,Gm3147
PRAMEF9,Gm12794
PRAMEF9,Gm7942
PRAMEF9,Pramel6
PRAMEF9,Gm7982
PRAMEF9,Gm16427
PRAMEF9,AC140325.4
PRAMEF9,Oog1
PRAMEF9,AC124606.2
PRAMEF9,C87977
PRAMEF9,Gm6367
PRAMEF9,Gm6502
PRAMEF9,AC123873.3
PRAMEF9,Pramel5
PRAMEF9,Pramel1
PRAMEF9,Gm7971
PRAMEF9,Pramef8
PRAMEF9,Pramef6
PRAMEF9,AC124606.1
PRAMEF9,Gm3183
PRAMEF9,AC163611.1
PRAMEF9,Gm13103
PRAMEF9,Gm16367
PRAMEF9,AC125178.3
PRAMEF9,Gm3286
PRAMEF9,BC080695
PRAMEF9,Gm13057
PRAMEF9,B020004J07Rik
PRAMEF9,Gm13128
PRAMEF9,C130073F10Rik
PRAMEF9,Oog2
PRAMEF9,Gm6205
PRAMEF9,AC123873.1
PRAMEF9,Gm13023
PRAMEF9,Gm2042
PRAMEF9,Gm13084
PRAMEF9,Gm13078
PRAMEF9,Gm16513
PRAMEF9,AC165294.1
PRAMEF9,C87414
PRAMEF9,Gm6351
PRAMEF9,Gm7978
PRAMEF9,Gm13083
ADGB,Adgb
EOGT,Eogt
GON7,Gon7
GON7,Gm20604
GON7,Gm28051
ESRRG,Esrrg
XPO6,Xpo6
TMEM251,Tmem251
TMEM92,Tmem92
MREG,Mreg
MOAP1,Moap1
IQCA1,Iqca
S100B,S100b
GSTM4,Gstm3
GSTM4,Gstm2
GSTM4,Gstm4
GSTM4,Gstm6
GSTM4,Gstm1
GSTM4,Gstm7
GSTM4,Gm6665
CLP1,Clp1
MTMR3,Mtmr3
NME7,Nme7
PGAM5,Pgam5
REEP2,Reep2
MGAT4C,Mgat4c
MRC2,Mrc2
BLZF1,Blzf1
ANKLE2,Ankle2
RAB32,Rab32
ZNF655,Zfp655
BHLHB9,Bhlhb9
RBM22,Rbm22
SERF1B,Serf1
PRAMEF1,AC133095.2
PRAMEF1,AC140325.2
PRAMEF1,Pramef25
PRAMEF1,Gm13040
PRAMEF1,Pramef12
PRAMEF1,C87499
PRAMEF1,A430089I19Rik
PRAMEF1,Gm12800
PRAMEF1,AC133095.1
PRAMEF1,Oog4
PRAMEF1,Gm12790
PRAMEF1,AC140325.3
PRAMEF1,AC140365.1
PRAMEF1,Pramel7
PRAMEF1,Gm13089
PRAMEF1,BC061212
PRAMEF1,E330014E10Rik
PRAMEF1,Gm10436
PRAMEF1,AC123873.2
PRAMEF1,AC125178.2
PRAMEF1,AC163611.2
PRAMEF1,AC140325.1
PRAMEF1,Gm13088
PRAMEF1,Gm3259
PRAMEF1,Gm16429
PRAMEF1,Oog3
PRAMEF1,Pramel4
PRAMEF1,D5Ertd577e
PRAMEF1,Gm6509
PRAMEF1,Gm13101
PRAMEF1,Gm13043
PRAMEF1,Gm10424
PRAMEF1,Gm13102
PRAMEF1,Pramef17
PRAMEF1,AC165294.2
PRAMEF1,AC125178.1
PRAMEF1,Gm13125
PRAMEF1,Gm3147
PRAMEF1,Gm12794
PRAMEF1,Gm7942
PRAMEF1,Pramel6
PRAMEF1,Gm7982
PRAMEF1,Gm16427
PRAMEF1,AC140325.4
PRAMEF1,Oog1
PRAMEF1,AC124606.2
PRAMEF1,C87977
PRAMEF1,Gm6367
PRAMEF1,Gm6502
PRAMEF1,AC123873.3
PRAMEF1,Pramel5
PRAMEF1,Pramel1
PRAMEF1,Gm7971
PRAMEF1,Pramef8
PRAMEF1,Pramef6
PRAMEF1,AC124606.1
PRAMEF1,Gm3183
PRAMEF1,AC163611.1
PRAMEF1,Gm13103
PRAMEF1,Gm16367
PRAMEF1,AC125178.3
PRAMEF1,Gm3286
PRAMEF1,BC080695
PRAMEF1,Gm13057
PRAMEF1,B020004J07Rik
PRAMEF1,Gm13128
PRAMEF1,C130073F10Rik
PRAMEF1,Oog2
PRAMEF1,Gm6205
PRAMEF1,AC123873.1
PRAMEF1,Gm13023
PRAMEF1,Gm2042
PRAMEF1,Gm13084
PRAMEF1,Gm13078
PRAMEF1,Gm16513
PRAMEF1,AC165294.1
PRAMEF1,C87414
PRAMEF1,Gm6351
PRAMEF1,Gm7978
PRAMEF1,Gm13083
ERCC4,Ercc4
ZUFSP,Zufsp
C12orf73,1190007I07Rik
OR52K1,Olfr552
PRAMEF12,AC133095.2
PRAMEF12,AC140325.2
PRAMEF12,Pramef25
PRAMEF12,Gm13040
PRAMEF12,Pramef12
PRAMEF12,C87499
PRAMEF12,A430089I19Rik
PRAMEF12,Gm12800
PRAMEF12,AC133095.1
PRAMEF12,Oog4
PRAMEF12,Gm12790
PRAMEF12,AC140325.3
PRAMEF12,AC140365.1
PRAMEF12,Pramel7
PRAMEF12,Gm13089
PRAMEF12,BC061212
PRAMEF12,E330014E10Rik
PRAMEF12,Gm10436
PRAMEF12,AC123873.2
PRAMEF12,AC125178.2
PRAMEF12,AC163611.2
PRAMEF12,AC140325.1
PRAMEF12,Gm13088
PRAMEF12,Gm3259
PRAMEF12,Gm16429
PRAMEF12,Oog3
PRAMEF12,Pramel4
PRAMEF12,D5Ertd577e
PRAMEF12,Gm6509
PRAMEF12,Gm13101
PRAMEF12,Gm13043
PRAMEF12,Gm10424
PRAMEF12,Gm13102
PRAMEF12,Pramef17
PRAMEF12,AC165294.2
PRAMEF12,AC125178.1
PRAMEF12,Gm13125
PRAMEF12,Gm3147
PRAMEF12,Gm12794
PRAMEF12,Gm7942
PRAMEF12,Pramel6
PRAMEF12,Gm7982
PRAMEF12,Gm16427
PRAMEF12,AC140325.4
PRAMEF12,Oog1
PRAMEF12,AC124606.2
PRAMEF12,C87977
PRAMEF12,Gm6367
PRAMEF12,Gm6502
PRAMEF12,AC123873.3
PRAMEF12,Pramel5
PRAMEF12,Pramel1
PRAMEF12,Gm7971
PRAMEF12,Pramef8
PRAMEF12,Pramef6
PRAMEF12,AC124606.1
PRAMEF12,Gm3183
PRAMEF12,AC163611.1
PRAMEF12,Gm13103
PRAMEF12,Gm16367
PRAMEF12,AC125178.3
PRAMEF12,Gm3286
PRAMEF12,BC080695
PRAMEF12,Gm13057
PRAMEF12,B020004J07Rik
PRAMEF12,Gm13128
PRAMEF12,C130073F10Rik
PRAMEF12,Oog2
PRAMEF12,Gm6205
PRAMEF12,AC123873.1
PRAMEF12,Gm13023
PRAMEF12,Gm2042
PRAMEF12,Gm13084
PRAMEF12,Gm13078
PRAMEF12,Gm16513
PRAMEF12,AC165294.1
PRAMEF12,C87414
PRAMEF12,Gm6351
PRAMEF12,Gm7978
PRAMEF12,Gm13083
KNTC1,Kntc1
FAM135B,Fam135b
SLC28A1,Slc28a1
NABP1,Nabp1
ACTRT3,Actrt3
GOLGA7,Golga7
AKAP12,Akap12
HAND1,Hand1
LUC7L,Luc7l
MAIP1,Maip1
KIF26B,Kif26b
DPP10,Dpp10
SMIM23,Smim23
CADM1,Cadm1
TOR1A,Tor1a
TCF20,Zfp957
TCF20,Tcf20
KIR2DL3,Kir3dl2
KIR2DL3,Kir3dl1
MRPL16,Mrpl16
ZNF582,Gm3854
BICDL1,Bicdl1
CYP2D7,Cyp2d26
CYP2D7,Cyp2d12
CYP2D7,Cyp2d22
CYP2D7,Cyp2d11
CYP2D7,Cyp2d9
CYP2D7,Cyp2d34
CYP2D7,Cyp2d10
CYP2D7,Cyp2d40
KCND2,Kcnd2
PCOLCE2,Pcolce2
CLDND2,Cldnd2
LRRC46,Lrrc46
GPR161,Gpr161
HTR3A,Htr3a
RP11-432M8.4,Taf11
STX3,Stx3
GFRA3,Gfra3
CPPED1,Cpped1
GPRASP2,Gprasp2
DIP2A,Dip2a
AC013271.7,Lims1
CCDC124,Ccdc124
ZW10,Zw10
LSM8,Lsm8
SLAIN1,Slain1
CEBPG,Cebpg
OR4F6,Olfr1310
NDRG4,Ndrg4
TMEM131,Tmem131
RGS9BP,Rgs9bp
RP11-321E2.7,Taf11
HCLS1,Hcls1
RGS7BP,Rgs7bp
FBN1,Fbn1
RP11-321E2.5,Taf11
PLA2G4D,Pla2g4d
MTHFD1L,Mthfd1l
TMPRSS11B,Tmprss11b
SMARCA1,Smarca1
RGPD5,Ranbp2
ANKRD27,Ankrd27
POP7,Pop7
RNF213,Rnf213
NUDT2,Nudt2
RPS12,Rps12
RPS12,Rps12-ps3
DRD2,Drd2
CD37,Cd37
ENDOV,Endov
C1RL,C1rl
B2M,B2m
C10orf107,1700040L02Rik
PEX19,Pex19
PPME1,Ppme1
IFIH1,Ifih1
SRP68,Srp68
C2orf42,C87436
DMC1,Dmc1
SLC18B1,Slc18b1
SNORA11,Gm22676
SNORD124,Gm22059
SNORD75,Gm24051
SNORD75,Gm22489
RNA5SP111,Gm22816
SNORA3B,Gm24888
RNA5SP390,n-R5s54
RN7SKP10,Gm23789
RN7SKP10,Gm25363
RNU6-772P,Gm22069
RNU1-143P,Gm25949
RNU1-143P,Gm24788
RNU6-764P,Gm26049
RNU4-5P,Gm22122
SNORA17,Gm24469
SNORA17,Gm24981
SNORA17,Gm26144
SNORA17,Gm24679
SNORA17,Gm23319
SNORA17,Gm22599
SNORA17,Gm25161
SNORA17,Gm23220
SNORA17,Gm25053
SNORA17,Gm24771
SNORA17,Gm22674
SNORA17,Gm25264
SNORA17,Gm26379
SNORA17,Gm24792
SNORA17,Gm24850
SNORA17,Gm25167
SNORA17,Gm25723
SNORA17,Gm23596
SNORA17,Gm22379
SNORA17,Gm22671
SNORA17,Gm25668
SNORA17,Gm22372
SNORA17,Gm23176
SNORA17,Gm25148
SNORA17,Gm26423
SNORA17,Gm25275
SNORA17,Gm24230
SNORA17,Gm23609
SNORA17,Gm24373
SNORA17,Gm25608
SNORA17,Gm23703
SNORA17,Gm23674
SNORA17,Gm24228
SNORA17,Gm22592
SNORA17,Gm24987
SNORA17,Gm26436
SNORA17,Gm22777
SNORA17,Gm26208
SNORA17,Gm24429
SNORA17,Gm23077
SNORA17,Gm24844
SNORA17,Gm26082
SNORA17,Gm22149
SNORA17,Gm24298
SNORA17,Gm23195
SNORA17,Gm25617
SNORA17,Gm22324
SNORA17,Gm25168
SNORA17,Gm26148
SNORA17,Gm23321
SNORA17,Gm22269
SNORA17,Gm23129
SNORA17,Gm25766
SNORA17,Gm26162
SNORA17,Gm25406
SNORA17,Gm22144
SNORA17,Gm25564
SNORA17,Gm22034
SNORA17,Gm23707
SNORA17,Gm22337
SNORA17,Snora17
SNORA17,Gm24719
SNORA17,Gm24791
SNORA17,Gm24555
SNORA17,Gm25222
SNORA17,Gm23608
SNORA17,Gm24677
SNORA17,Gm23675
SNORA17,Gm24334
SNORA17,Gm25417
SNORA17,Gm22018
SNORA17,Gm24985
SNORA17,Gm22660
SNORA17,Gm24403
SNORA17,Gm23908
SNORA17,Gm24433
SNORA17,Gm22330
RNA5SP133,n-R5s197
RNU6-641P,Gm24162
RNU6-641P,Gm23350
RNU6-247P,Gm23655
RNU6-247P,Gm22139
RNA5SP448,Gm24573
DAOA-AS1_2,Gm27545
SOX2OT_exon1,Gm27403
RN7SL138P,Gm27853
RN7SL269P,Gm27853
SNORA4,Gm24728
RNU6-999P,Gm26424
SNORA67,Gm22478
SNORA67,Gm24151
RNA5SP122,Gm23647
RNA5SP122,Gm24089
RNA5SP122,n-R5s77
RNA5SP181,n-R5s160
RNU6-1282P,Gm26131
SNORD18C,Gm22455
SCARNA15,Mir1839
RNU7-65P,Gm25884
RN7SKP129,Gm23791
PART1_1,Gm28016
RNA5SP174,n-R5s102
RNA5SP174,n-R5s129
RNA5SP174,n-R5s119
RNA5SP174,n-R5s114
RNA5SP174,n-R5s127
RNA5SP174,n-R5s101
RNA5SP174,n-R5s131
RNU6-1127P,Gm24223
7SK,Gm25925
SNORD12C,Gm25878
RNU6-12P,Gm25484
RNU6-349P,Gm22753
RN7SL689P,Gm27853
RNU6-279P,Gm25792
RN7SL72P,Gm27853
RNU6-442P,Gm24076
RNU6-21P,Gm26239
RNU6-21P,Gm23148
RNU6-21P,Gm23407
RNU6-21P,Gm22628
RN7SKP94,Gm24140
RN7SKP94,Gm22344
SNORA21,Snora21
RNU6-1338P,Gm26485
SNORA20,Snora20
SNORD21,Snord21
RNA5SP400,n-R5s218
SNORA80E,Gm23300
RNU2-6P,Gm24623
RN7SL363P,Gm27853
RNU6-347P,Gm25684
RNA5SP325,Gm23806
RN7SKP55,Gm22257
RNU6-1134P,Gm25873
RNU6-32P,Gm24641
SNORD4A,Snord4a
RNA5SP281,n-R5s172
RNA5SP281,n-R5s219
RNU6-246P,Gm22019
RN7SKP124,Gm23671
RNA5SP405,Gm25974
RNA5SP405,Gm25621
RNU6-757P,Gm22796
RNU6-757P,Gm22818
RNU6-504P,Gm25160
RNU6-504P,Gm26008
SNORA22,Gm23245
RNU6-1006P,Gm23248
SNORA70,Gm25391
ACEA_U3,Rnu3b1
ACEA_U3,Rnu3a
ACEA_U3,Rnu3b2
ACEA_U3,Gm24826
ACEA_U3,Gm23927
ACEA_U3,Gm25203
ACEA_U3,Rnu3b4
ACEA_U3,Rnu3b3
RNA5SP249,Gm22224
RNU6-251P,Gm24481
RNU6-251P,Gm22577
SNORD54,Gm24016
SNORA55,Gm22889
SNORA55,Gm24620
SNORA55,Gm23974
SNORA55,Gm25370
SNORA55,Gm25788
SNORA55,Gm22154
RN7SKP167,Gm22667
RNU6-985P,Gm22663
SNORD104,Snord104
RN7SKP25,Gm22058
SNORA69,Snora69
SNORA69,Gm22784
SNORA1,Gm22620
RNA5SP292,n-R5s72
RNA5SP162,n-R5s178
SNORD24,Gm23969
Six3os1_4,Gm27283
RN7SKP262,Gm26480
RNU6-387P,Gm25637
FTX_5,Gm27321
RNU6-45P,Gm25450
RNU6-522P,Gm24707
RNU6-522P,Gm22264
SNORA11B,Gm22676
RNU6ATAC11P,Gm25541
SNORD58,Gm22354
SNORD58,Snord58b
SNORD115-47,Gm25499
SNORD115-47,Gm22496
RNU6-637P,Gm26002
RN7SL497P,Gm27853
RNU6-535P,Gm25705
RN7SKP287,Gm25454
SNORA25,Gm22088
RN7SKP29,Gm22275
RNU6-847P,Gm26403
Y_RNA,Gm26124
SNORD51,Gm26457
RNU6-40P,Gm22307
RNU6-256P,Gm26479
RNY1P15,Gm24379
RNA5SP335,n-R5s40
RNA5SP335,n-R5s68
RNU6-153P,Gm25384
RNU6-153P,Gm22215
RNU6-724P,Gm23231
RNU1-36P,Gm25012
RNU1-36P,Gm24692
RNU1-36P,Gm22211
SNORA5A,Gm24313
RNU2-15P,Gm23118
IARS2,Iars2
HADH,Hadh
UNG,Ung
SLC36A3,Slc36a3
SHANK3,Shank3
KCNK7,Kcnk7
OPCML,Opcml
GRIK2,Grik2
TMEM45B,Tmem45b
SULF1,Sulf1
SLC2A2,Slc2a2
NTN4,Ntn4
DAO,Dao
BRCA1,Brca1
CLDN11,Cldn11
PATE3,Pate3
RP11-162P23.2,Aldh2
ROBO3,Robo3
ZCCHC18,Zcchc12
ZCCHC18,Zcchc18
KCTD18,Kctd18
UBE2V2,Ube2v2
MSX2,Msx2
SNX24,Snx24
LYPD8,Lypd8
FLNC,Flnc
GNAT3,Gnat3
PCDHGA10,Pcdhga10
KCNH6,Kcnh6
C5orf47,4930524B15Rik
ARRB2,Arrb2
